"MSOA11CD","MSOA11NM","Year","HousingIndex"
"E02000002","Barking and Dagenham 001",2001,0.91051132277308
"E02000003","Barking and Dagenham 002",2001,1.49475699596725
"E02000004","Barking and Dagenham 003",2001,2.48100589949277
"E02000005","Barking and Dagenham 004",2001,1.11794644632216
"E02000007","Barking and Dagenham 006",2001,0.0174832302034102
"E02000008","Barking and Dagenham 007",2001,-0.187051710939463
"E02000009","Barking and Dagenham 008",2001,0.829989336188608
"E02000010","Barking and Dagenham 009",2001,0.62287072708063
"E02000011","Barking and Dagenham 010",2001,2.57292573691692
"E02000012","Barking and Dagenham 011",2001,1.73549811475859
"E02000013","Barking and Dagenham 012",2001,0.554453119919979
"E02000014","Barking and Dagenham 013",2001,0.318060467612967
"E02000015","Barking and Dagenham 014",2001,0.207494118494932
"E02000016","Barking and Dagenham 015",2001,-0.459382410925865
"E02000017","Barking and Dagenham 016",2001,1.60703224605725
"E02000018","Barking and Dagenham 017",2001,0.332021476064939
"E02000019","Barking and Dagenham 018",2001,0.771036320058672
"E02000020","Barking and Dagenham 019",2001,0.301912253022529
"E02000021","Barking and Dagenham 020",2001,1.82324113034023
"E02000022","Barking and Dagenham 021",2001,-1.55545404282887
"E02000023","Barking and Dagenham 022",2001,0.0239529204001039
"E02006799","Barking and Dagenham 023",2001,0.481376601618289
"E02000002","Barking and Dagenham 001",2003,0.809832022012004
"E02000003","Barking and Dagenham 002",2003,1.3208146017126
"E02000004","Barking and Dagenham 003",2003,2.37867024756255
"E02000005","Barking and Dagenham 004",2003,0.982027675873421
"E02000007","Barking and Dagenham 006",2003,-0.0831508045233105
"E02000008","Barking and Dagenham 007",2003,-0.319617721079044
"E02000009","Barking and Dagenham 008",2003,0.684667080524186
"E02000010","Barking and Dagenham 009",2003,0.483108315726204
"E02000011","Barking and Dagenham 010",2003,2.38950382663363
"E02000012","Barking and Dagenham 011",2003,1.56490079044045
"E02000013","Barking and Dagenham 012",2003,0.439711519401598
"E02000014","Barking and Dagenham 013",2003,0.164194257045558
"E02000015","Barking and Dagenham 014",2003,0.0501545175481729
"E02000016","Barking and Dagenham 015",2003,-0.619804953716732
"E02000017","Barking and Dagenham 016",2003,1.38638476692144
"E02000018","Barking and Dagenham 017",2003,0.157325098189304
"E02000019","Barking and Dagenham 018",2003,0.63124066892893
"E02000020","Barking and Dagenham 019",2003,0.155307014303646
"E02000021","Barking and Dagenham 020",2003,1.56188179592484
"E02000022","Barking and Dagenham 021",2003,-1.5861252822014
"E02000023","Barking and Dagenham 022",2003,-0.0663675397317575
"E02006799","Barking and Dagenham 023",2003,0.326465429160895
"E02000002","Barking and Dagenham 001",2005,0.578141858073454
"E02000003","Barking and Dagenham 002",2005,0.952395372229254
"E02000004","Barking and Dagenham 003",2005,2.15683300506231
"E02000005","Barking and Dagenham 004",2005,0.680414955991695
"E02000007","Barking and Dagenham 006",2005,-0.353923347582021
"E02000008","Barking and Dagenham 007",2005,-0.676239202962939
"E02000009","Barking and Dagenham 008",2005,0.37689210396884
"E02000010","Barking and Dagenham 009",2005,0.176623301569151
"E02000011","Barking and Dagenham 010",2005,2.08648328300959
"E02000012","Barking and Dagenham 011",2005,1.20287377389423
"E02000013","Barking and Dagenham 012",2005,0.162381338113283
"E02000014","Barking and Dagenham 013",2005,-0.171669088435889
"E02000015","Barking and Dagenham 014",2005,-0.253489887241614
"E02000016","Barking and Dagenham 015",2005,-0.928725466968911
"E02000017","Barking and Dagenham 016",2005,1.00128548581787
"E02000018","Barking and Dagenham 017",2005,-0.189431234878586
"E02000019","Barking and Dagenham 018",2005,0.331301914851412
"E02000020","Barking and Dagenham 019",2005,-0.170849881507117
"E02000021","Barking and Dagenham 020",2005,1.14759934070328
"E02000022","Barking and Dagenham 021",2005,-1.7866633101479
"E02000023","Barking and Dagenham 022",2005,-0.28201215667687
"E02006799","Barking and Dagenham 023",2005,-0.0173135063775496
"E02000002","Barking and Dagenham 001",2007,0.445360267133875
"E02000003","Barking and Dagenham 002",2007,0.711899999671088
"E02000004","Barking and Dagenham 003",2007,2.02864254248207
"E02000005","Barking and Dagenham 004",2007,0.493567173749959
"E02000007","Barking and Dagenham 006",2007,-0.507898995808357
"E02000008","Barking and Dagenham 007",2007,-0.891414108440451
"E02000009","Barking and Dagenham 008",2007,0.182400244742879
"E02000010","Barking and Dagenham 009",2007,-0.0146264966457441
"E02000011","Barking and Dagenham 010",2007,1.87715388518313
"E02000012","Barking and Dagenham 011",2007,0.967377525717714
"E02000013","Barking and Dagenham 012",2007,-0.00160361361705758
"E02000014","Barking and Dagenham 013",2007,-0.385314028846762
"E02000015","Barking and Dagenham 014",2007,-0.4512336567285
"E02000016","Barking and Dagenham 015",2007,-1.13074267608527
"E02000017","Barking and Dagenham 016",2007,0.730383259121479
"E02000018","Barking and Dagenham 017",2007,-0.418512228738353
"E02000019","Barking and Dagenham 018",2007,0.14359037021728
"E02000020","Barking and Dagenham 019",2007,-0.375906392361894
"E02000021","Barking and Dagenham 020",2007,0.842243273634415
"E02000022","Barking and Dagenham 021",2007,-1.87052866771921
"E02000023","Barking and Dagenham 022",2007,-0.401348041048203
"E02006799","Barking and Dagenham 023",2007,-0.235732932713959
"E02000002","Barking and Dagenham 001",2009,0.388900366147552
"E02000003","Barking and Dagenham 002",2009,0.587905440805141
"E02000004","Barking and Dagenham 003",2009,1.96948746392934
"E02000005","Barking and Dagenham 004",2009,0.404998296789163
"E02000007","Barking and Dagenham 006",2009,-0.560781971372644
"E02000008","Barking and Dagenham 007",2009,-0.971362516868502
"E02000009","Barking and Dagenham 008",2009,0.0841353294325968
"E02000010","Barking and Dagenham 009",2009,-0.106946168308089
"E02000011","Barking and Dagenham 010",2009,1.73692130735318
"E02000012","Barking and Dagenham 011",2009,0.846453001806194
"E02000013","Barking and Dagenham 012",2009,-0.0692756110750926
"E02000014","Barking and Dagenham 013",2009,-0.490358821181364
"E02000015","Barking and Dagenham 014",2009,-0.562973427544608
"E02000016","Barking and Dagenham 015",2009,-1.24536743363099
"E02000017","Barking and Dagenham 016",2009,0.556973557302576
"E02000018","Barking and Dagenham 017",2009,-0.54528411774948
"E02000019","Barking and Dagenham 018",2009,0.0506435934361545
"E02000020","Barking and Dagenham 019",2009,-0.473910941559699
"E02000021","Barking and Dagenham 020",2009,0.627081138323483
"E02000022","Barking and Dagenham 021",2009,-1.85347337334172
"E02000023","Barking and Dagenham 022",2009,-0.447962383250843
"E02006799","Barking and Dagenham 023",2009,-0.341202544367494
"E02000002","Barking and Dagenham 001",2011,0.307108439391215
"E02000003","Barking and Dagenham 002",2011,0.4103629369689
"E02000004","Barking and Dagenham 003",2011,1.89011719143709
"E02000005","Barking and Dagenham 004",2011,0.275677868795082
"E02000007","Barking and Dagenham 006",2011,-0.656392475186383
"E02000008","Barking and Dagenham 007",2011,-1.11800904178404
"E02000009","Barking and Dagenham 008",2011,-0.0534401404258196
"E02000010","Barking and Dagenham 009",2011,-0.240474713241523
"E02000011","Barking and Dagenham 010",2011,1.57643039197639
"E02000012","Barking and Dagenham 011",2011,0.673335242194852
"E02000013","Barking and Dagenham 012",2011,-0.176318564131537
"E02000014","Barking and Dagenham 013",2011,-0.643403290582351
"E02000015","Barking and Dagenham 014",2011,-0.706844656647493
"E02000016","Barking and Dagenham 015",2011,-1.39309869498938
"E02000017","Barking and Dagenham 016",2011,0.343364542624338
"E02000018","Barking and Dagenham 017",2011,-0.715637778435388
"E02000019","Barking and Dagenham 018",2011,-0.0805869200384158
"E02000020","Barking and Dagenham 019",2011,-0.618827948918925
"E02000021","Barking and Dagenham 020",2011,0.376845150705193
"E02000022","Barking and Dagenham 021",2011,-1.87902480511313
"E02000023","Barking and Dagenham 022",2011,-0.517380535833379
"E02006799","Barking and Dagenham 023",2011,-0.497726400487078
"E02000002","Barking and Dagenham 001",2013,0.278492647941157
"E02000003","Barking and Dagenham 002",2013,0.370908030951166
"E02000004","Barking and Dagenham 003",2013,1.95776153749125
"E02000005","Barking and Dagenham 004",2013,0.277434082906968
"E02000007","Barking and Dagenham 006",2013,-0.634423278054625
"E02000008","Barking and Dagenham 007",2013,-1.10688672954467
"E02000009","Barking and Dagenham 008",2013,-0.0658810830336922
"E02000010","Barking and Dagenham 009",2013,-0.234219187367926
"E02000011","Barking and Dagenham 010",2013,1.49987491315768
"E02000012","Barking and Dagenham 011",2013,0.725564707044708
"E02000013","Barking and Dagenham 012",2013,-0.200928817520359
"E02000014","Barking and Dagenham 013",2013,-0.613037032857106
"E02000015","Barking and Dagenham 014",2013,-0.707461896735571
"E02000016","Barking and Dagenham 015",2013,-1.41679709297837
"E02000017","Barking and Dagenham 016",2013,0.204148479797648
"E02000018","Barking and Dagenham 017",2013,-0.697123854547642
"E02000019","Barking and Dagenham 018",2013,-0.118625441985404
"E02000020","Barking and Dagenham 019",2013,-0.557846300998657
"E02000021","Barking and Dagenham 020",2013,0.326912930298384
"E02000022","Barking and Dagenham 021",2013,-1.55526222420758
"E02000023","Barking and Dagenham 022",2013,-0.569641449185792
"E02006799","Barking and Dagenham 023",2013,-0.518379034300941
"E02000002","Barking and Dagenham 001",2015,-1.28870799317982
"E02000003","Barking and Dagenham 002",2015,-1.92374842217951
"E02000004","Barking and Dagenham 003",2015,0.616776294297457
"E02000005","Barking and Dagenham 004",2015,-1.65101352461809
"E02000007","Barking and Dagenham 006",2015,-2.59284298626446
"E02000008","Barking and Dagenham 007",2015,-3.6849487922169
"E02000009","Barking and Dagenham 008",2015,-1.97192799147642
"E02000010","Barking and Dagenham 009",2015,-2.16978237149959
"E02000011","Barking and Dagenham 010",2015,0.0135941009053333
"E02000012","Barking and Dagenham 011",2015,-1.44300100778767
"E02000013","Barking and Dagenham 012",2015,-2.120679078604
"E02000014","Barking and Dagenham 013",2015,-2.69695961996492
"E02000015","Barking and Dagenham 014",2015,-2.41935327015949
"E02000016","Barking and Dagenham 015",2015,-3.17653344289982
"E02000017","Barking and Dagenham 016",2015,-1.85124587908913
"E02000018","Barking and Dagenham 017",2015,-2.68069457087817
"E02000019","Barking and Dagenham 018",2015,-2.0241912181478
"E02000020","Barking and Dagenham 019",2015,-2.58354074443203
"E02000021","Barking and Dagenham 020",2015,-1.50902317690841
"E02000022","Barking and Dagenham 021",2015,-3.20882046492369
"E02000023","Barking and Dagenham 022",2015,-2.09627660292762
"E02006799","Barking and Dagenham 023",2015,-2.73089920129479
"E02000002","Barking and Dagenham 001",2019,-0.457605279989507
"E02000003","Barking and Dagenham 002",2019,-0.63641046544504
"E02000004","Barking and Dagenham 003",2019,1.55373179341394
"E02000005","Barking and Dagenham 004",2019,-0.497995125784536
"E02000007","Barking and Dagenham 006",2019,-1.36593006321269
"E02000008","Barking and Dagenham 007",2019,-2.07372241353593
"E02000009","Barking and Dagenham 008",2019,-0.87171110789813
"E02000010","Barking and Dagenham 009",2019,-1.00001935096158
"E02000011","Barking and Dagenham 010",2019,0.66288070482147
"E02000012","Barking and Dagenham 011",2019,0.0047599979569955
"E02000013","Barking and Dagenham 012",2019,-1.04377776022408
"E02000014","Barking and Dagenham 013",2019,-1.36395437028055
"E02000015","Barking and Dagenham 014",2019,-1.4170865378931
"E02000016","Barking and Dagenham 015",2019,-2.20391397370963
"E02000017","Barking and Dagenham 016",2019,-0.98952569231362
"E02000018","Barking and Dagenham 017",2019,-1.44622325431587
"E02000019","Barking and Dagenham 018",2019,-0.992561451427819
"E02000020","Barking and Dagenham 019",2019,-1.20771972890123
"E02000021","Barking and Dagenham 020",2019,-0.555548945284453
"E02000022","Barking and Dagenham 021",2019,-1.38036688705142
"E02000023","Barking and Dagenham 022",2019,-1.35528634990138
"E02006799","Barking and Dagenham 023",2019,-1.44819431287563
"E02000002","Barking and Dagenham 001",2021,-1.01688204772228
"E02000003","Barking and Dagenham 002",2021,-1.45066514916774
"E02000004","Barking and Dagenham 003",2021,1.13498865225064
"E02000005","Barking and Dagenham 004",2021,-1.16031763662251
"E02000007","Barking and Dagenham 006",2021,-2.02513677314874
"E02000008","Barking and Dagenham 007",2021,-2.9511819992974
"E02000009","Barking and Dagenham 008",2021,-1.53576252474102
"E02000010","Barking and Dagenham 009",2021,-1.66179953978566
"E02000011","Barking and Dagenham 010",2021,0.0995644378656938
"E02000012","Barking and Dagenham 011",2021,-0.706088666022488
"E02000013","Barking and Dagenham 012",2021,-1.72052110913537
"E02000014","Barking and Dagenham 013",2021,-2.06038139199895
"E02000015","Barking and Dagenham 014",2021,-2.00719697919378
"E02000016","Barking and Dagenham 015",2021,-2.82554217369432
"E02000017","Barking and Dagenham 016",2021,-1.78804222831921
"E02000018","Barking and Dagenham 017",2021,-2.11627659570413
"E02000019","Barking and Dagenham 018",2021,-1.67332588572321
"E02000020","Barking and Dagenham 019",2021,-1.86412417725055
"E02000021","Barking and Dagenham 020",2021,-1.22043348962099
"E02000022","Barking and Dagenham 021",2021,-1.73673497063879
"E02000023","Barking and Dagenham 022",2021,-1.9163328056476
"E02006799","Barking and Dagenham 023",2021,-2.22206993124124
"E02000024","Barnet 001",2001,2.53805347564584
"E02000025","Barnet 002",2001,2.20659326924903
"E02000026","Barnet 003",2001,3.20900203093087
"E02000027","Barnet 004",2001,1.34433295026563
"E02000028","Barnet 005",2001,3.14706419005047
"E02000029","Barnet 006",2001,2.27881802592467
"E02000030","Barnet 007",2001,2.64595625861342
"E02000031","Barnet 008",2001,2.40394632053989
"E02000032","Barnet 009",2001,3.24630990954076
"E02000033","Barnet 010",2001,2.32954923428799
"E02000034","Barnet 011",2001,2.36401220048278
"E02000035","Barnet 012",2001,1.81512790877475
"E02000036","Barnet 013",2001,2.04400494833865
"E02000037","Barnet 014",2001,2.2187793278452
"E02000038","Barnet 015",2001,1.96648086390965
"E02000039","Barnet 016",2001,3.08028481977861
"E02000040","Barnet 017",2001,1.68459640550804
"E02000041","Barnet 018",2001,2.12323645056042
"E02000042","Barnet 019",2001,1.36809695811541
"E02000043","Barnet 020",2001,2.57569681658213
"E02000044","Barnet 021",2001,1.51696192636665
"E02000045","Barnet 022",2001,1.31462866501563
"E02000046","Barnet 023",2001,1.76803573219949
"E02000047","Barnet 024",2001,0.594600315663891
"E02000048","Barnet 025",2001,2.35883248632266
"E02000049","Barnet 026",2001,-0.185930153055778
"E02000050","Barnet 027",2001,1.21535350686495
"E02000051","Barnet 028",2001,1.95739878089398
"E02000052","Barnet 029",2001,1.21374464223712
"E02000053","Barnet 030",2001,2.96091222067898
"E02000054","Barnet 031",2001,2.30293516588713
"E02000055","Barnet 032",2001,1.1156260594001
"E02000056","Barnet 033",2001,2.25211068171336
"E02000057","Barnet 034",2001,2.02775582961503
"E02000058","Barnet 035",2001,1.71944939647345
"E02000059","Barnet 036",2001,1.17454023915202
"E02000060","Barnet 037",2001,1.28441287212476
"E02000061","Barnet 038",2001,1.54565485453026
"E02000062","Barnet 039",2001,1.19451083196167
"E02000063","Barnet 040",2001,2.2480931735624
"E02000064","Barnet 041",2001,1.26581982956005
"E02000024","Barnet 001",2003,2.34959316554088
"E02000025","Barnet 002",2003,2.02993500304933
"E02000026","Barnet 003",2003,3.04332445084196
"E02000027","Barnet 004",2003,1.18290499702402
"E02000028","Barnet 005",2003,2.95068540443268
"E02000029","Barnet 006",2003,2.07705220341876
"E02000030","Barnet 007",2003,2.50939354496732
"E02000031","Barnet 008",2003,2.24934537543591
"E02000032","Barnet 009",2003,3.11520273041512
"E02000033","Barnet 010",2003,2.14263502456402
"E02000034","Barnet 011",2003,2.16083397458208
"E02000035","Barnet 012",2003,1.64868374077264
"E02000036","Barnet 013",2003,1.82054126815496
"E02000037","Barnet 014",2003,2.03635020916651
"E02000038","Barnet 015",2003,1.73906139626243
"E02000039","Barnet 016",2003,2.88290497229188
"E02000040","Barnet 017",2003,1.5648364215153
"E02000041","Barnet 018",2003,1.88882801257562
"E02000042","Barnet 019",2003,1.14611948408096
"E02000043","Barnet 020",2003,2.41576412622688
"E02000044","Barnet 021",2003,1.29624110242413
"E02000045","Barnet 022",2003,1.08432409839081
"E02000046","Barnet 023",2003,1.53993588634281
"E02000047","Barnet 024",2003,0.37752523173964
"E02000048","Barnet 025",2003,2.13139772337733
"E02000049","Barnet 026",2003,-0.362539510354179
"E02000050","Barnet 027",2003,1.02454206962961
"E02000051","Barnet 028",2003,1.76529356581373
"E02000052","Barnet 029",2003,1.01574276286048
"E02000053","Barnet 030",2003,2.70731256082181
"E02000054","Barnet 031",2003,2.03280186664761
"E02000055","Barnet 032",2003,0.837052920400462
"E02000056","Barnet 033",2003,2.08929925917065
"E02000057","Barnet 034",2003,1.80927536050289
"E02000058","Barnet 035",2003,1.54425557214799
"E02000059","Barnet 036",2003,0.901308477410927
"E02000060","Barnet 037",2003,1.01065947327277
"E02000061","Barnet 038",2003,1.34231110231534
"E02000062","Barnet 039",2003,0.990460049302778
"E02000063","Barnet 040",2003,2.00212922649283
"E02000064","Barnet 041",2003,1.09462390869369
"E02000024","Barnet 001",2005,2.1720500277651
"E02000025","Barnet 002",2005,1.8643154670848
"E02000026","Barnet 003",2005,2.88877638264254
"E02000027","Barnet 004",2005,1.03242504761684
"E02000028","Barnet 005",2005,2.76544425298264
"E02000029","Barnet 006",2005,1.88629411388198
"E02000030","Barnet 007",2005,2.38380469383746
"E02000031","Barnet 008",2005,2.10581973844607
"E02000032","Barnet 009",2005,2.99513975163041
"E02000033","Barnet 010",2005,1.96672744273732
"E02000034","Barnet 011",2005,1.96866397893287
"E02000035","Barnet 012",2005,1.49327780572336
"E02000036","Barnet 013",2005,1.60796232644101
"E02000037","Barnet 014",2005,1.86486119305835
"E02000038","Barnet 015",2005,1.52253932015788
"E02000039","Barnet 016",2005,2.69663463489374
"E02000040","Barnet 017",2005,1.45615710523529
"E02000041","Barnet 018",2005,1.66541106300343
"E02000042","Barnet 019",2005,0.935032494889971
"E02000043","Barnet 020",2005,2.26688453204114
"E02000044","Barnet 021",2005,1.08655265455349
"E02000045","Barnet 022",2005,0.864932228554092
"E02000046","Barnet 023",2005,1.3229241121804
"E02000047","Barnet 024",2005,0.171300076521138
"E02000048","Barnet 025",2005,1.91489886372943
"E02000049","Barnet 026",2005,-0.528140361133131
"E02000050","Barnet 027",2005,0.84465288805408
"E02000051","Barnet 028",2005,1.58418890073544
"E02000052","Barnet 029",2005,0.828683361958918
"E02000053","Barnet 030",2005,2.46471068828693
"E02000054","Barnet 031",2005,1.77374873783846
"E02000055","Barnet 032",2005,0.569343136729826
"E02000056","Barnet 033",2005,1.9374571683495
"E02000057","Barnet 034",2005,1.6018597013221
"E02000058","Barnet 035",2005,1.37997538392172
"E02000059","Barnet 036",2005,0.638977146160151
"E02000060","Barnet 037",2005,0.747781033004452
"E02000061","Barnet 038",2005,1.15000293088075
"E02000062","Barnet 039",2005,0.797537286686337
"E02000063","Barnet 040",2005,1.76725843444814
"E02000064","Barnet 041",2005,0.934561091200404
"E02000024","Barnet 001",2007,2.20360029191275
"E02000025","Barnet 002",2007,1.86814104575307
"E02000026","Barnet 003",2007,2.87406336724934
"E02000027","Barnet 004",2007,1.08098225272028
"E02000028","Barnet 005",2007,2.71738892786985
"E02000029","Barnet 006",2007,1.87509145223712
"E02000030","Barnet 007",2007,2.44881872519459
"E02000031","Barnet 008",2007,2.11980868600431
"E02000032","Barnet 009",2007,3.04273771455042
"E02000033","Barnet 010",2007,1.9707357277779
"E02000034","Barnet 011",2007,1.95588721363665
"E02000035","Barnet 012",2007,1.50747918284579
"E02000036","Barnet 013",2007,1.61505567057758
"E02000037","Barnet 014",2007,1.89498647013471
"E02000038","Barnet 015",2007,1.52156250363587
"E02000039","Barnet 016",2007,2.656723295756
"E02000040","Barnet 017",2007,1.50324424447281
"E02000041","Barnet 018",2007,1.62684799426109
"E02000042","Barnet 019",2007,0.941743508877577
"E02000043","Barnet 020",2007,2.28276434580839
"E02000044","Barnet 021",2007,1.04838184542404
"E02000045","Barnet 022",2007,0.856093538491042
"E02000046","Barnet 023",2007,1.25926385240056
"E02000047","Barnet 024",2007,0.19610103487728
"E02000048","Barnet 025",2007,1.90138396537245
"E02000049","Barnet 026",2007,-0.51443809130293
"E02000050","Barnet 027",2007,0.872199089115273
"E02000051","Barnet 028",2007,1.58498251688896
"E02000052","Barnet 029",2007,0.842463310444822
"E02000053","Barnet 030",2007,2.40490819442228
"E02000054","Barnet 031",2007,1.67062426208578
"E02000055","Barnet 032",2007,0.528280133083097
"E02000056","Barnet 033",2007,1.97769575981435
"E02000057","Barnet 034",2007,1.55538279695541
"E02000058","Barnet 035",2007,1.42594200234006
"E02000059","Barnet 036",2007,0.591199867309643
"E02000060","Barnet 037",2007,0.70776476351866
"E02000061","Barnet 038",2007,1.12816712515876
"E02000062","Barnet 039",2007,0.744936169492865
"E02000063","Barnet 040",2007,1.68408113749931
"E02000064","Barnet 041",2007,0.913161899843384
"E02000024","Barnet 001",2009,1.76934653826332
"E02000025","Barnet 002",2009,1.50287079112477
"E02000026","Barnet 003",2009,2.56247794907519
"E02000027","Barnet 004",2009,0.688264152277224
"E02000028","Barnet 005",2009,2.37892306503137
"E02000029","Barnet 006",2009,1.47013237024806
"E02000030","Barnet 007",2009,2.09312991934441
"E02000031","Barnet 008",2009,1.7938021721475
"E02000032","Barnet 009",2009,2.72559171247639
"E02000033","Barnet 010",2009,1.58010842716065
"E02000034","Barnet 011",2009,1.54974965238737
"E02000035","Barnet 012",2009,1.15218910228052
"E02000036","Barnet 013",2009,1.13054149496169
"E02000037","Barnet 014",2009,1.47755040967203
"E02000038","Barnet 015",2009,1.0390446102026
"E02000039","Barnet 016",2009,2.3040266616604
"E02000040","Barnet 017",2009,1.21459987406645
"E02000041","Barnet 018",2009,1.18160477506402
"E02000042","Barnet 019",2009,0.461418662743667
"E02000043","Barnet 020",2009,1.94097747535642
"E02000044","Barnet 021",2009,0.636060002444586
"E02000045","Barnet 022",2009,0.377890211110662
"E02000046","Barnet 023",2009,0.865762490578219
"E02000047","Barnet 024",2009,-0.298399233898721
"E02000048","Barnet 025",2009,1.4369669012846
"E02000049","Barnet 026",2009,-0.893876826097379
"E02000050","Barnet 027",2009,0.43798543282213
"E02000051","Barnet 028",2009,1.18630513815962
"E02000052","Barnet 029",2009,0.410572126816022
"E02000053","Barnet 030",2009,1.94343679239067
"E02000054","Barnet 031",2009,1.23137265229806
"E02000055","Barnet 032",2009,-0.0214022391350353
"E02000056","Barnet 033",2009,1.59362693628597
"E02000057","Barnet 034",2009,1.16055836069407
"E02000058","Barnet 035",2009,1.00329127395766
"E02000059","Barnet 036",2009,0.0642992161603901
"E02000060","Barnet 037",2009,0.168360361254695
"E02000061","Barnet 038",2009,0.734729864996323
"E02000062","Barnet 039",2009,0.394275776345022
"E02000063","Barnet 040",2009,1.27510689895074
"E02000064","Barnet 041",2009,0.597747592974743
"E02000024","Barnet 001",2011,1.53773659326603
"E02000025","Barnet 002",2011,1.29613560359672
"E02000026","Barnet 003",2011,2.37648638783321
"E02000027","Barnet 004",2011,0.487002279674517
"E02000028","Barnet 005",2011,2.16310379321228
"E02000029","Barnet 006",2011,1.23495608445498
"E02000030","Barnet 007",2011,1.91951420904082
"E02000031","Barnet 008",2011,1.61305800406942
"E02000032","Barnet 009",2011,2.56499588413278
"E02000033","Barnet 010",2011,1.35966491129893
"E02000034","Barnet 011",2011,1.31321444248228
"E02000035","Barnet 012",2011,0.9556145336673
"E02000036","Barnet 013",2011,0.860440142221115
"E02000037","Barnet 014",2011,1.25443764525058
"E02000038","Barnet 015",2011,0.766348220637646
"E02000039","Barnet 016",2011,2.08418177742506
"E02000040","Barnet 017",2011,1.06927305492493
"E02000041","Barnet 018",2011,0.912038883888505
"E02000042","Barnet 019",2011,0.193421498975348
"E02000043","Barnet 020",2011,1.75251282073038
"E02000044","Barnet 021",2011,0.384578910782867
"E02000045","Barnet 022",2011,0.103954696048661
"E02000046","Barnet 023",2011,0.612892056671657
"E02000047","Barnet 024",2011,-0.56585554017318
"E02000048","Barnet 025",2011,1.16839688976431
"E02000049","Barnet 026",2011,-1.10381345668754
"E02000050","Barnet 027",2011,0.204571037807149
"E02000051","Barnet 028",2011,0.960016981263417
"E02000052","Barnet 029",2011,0.172142113825385
"E02000053","Barnet 030",2011,1.6553570835911
"E02000054","Barnet 031",2011,0.935619038626994
"E02000055","Barnet 032",2011,-0.348912659850313
"E02000056","Barnet 033",2011,1.39327526139838
"E02000057","Barnet 034",2011,0.914805661527307
"E02000058","Barnet 035",2011,0.784567517618009
"E02000059","Barnet 036",2011,-0.253882649659338
"E02000060","Barnet 037",2011,-0.153082469381824
"E02000061","Barnet 038",2011,0.500970489328894
"E02000062","Barnet 039",2011,0.169750574684763
"E02000063","Barnet 040",2011,1.00491904094396
"E02000064","Barnet 041",2011,0.406623930219696
"E02000024","Barnet 001",2013,1.46553408365756
"E02000025","Barnet 002",2013,1.18144418745095
"E02000026","Barnet 003",2013,2.32263464829774
"E02000027","Barnet 004",2013,0.427411011011154
"E02000028","Barnet 005",2013,2.04392114218645
"E02000029","Barnet 006",2013,1.09356871946094
"E02000030","Barnet 007",2013,1.89225899269456
"E02000031","Barnet 008",2013,1.63155562192012
"E02000032","Barnet 009",2013,2.54974119883417
"E02000033","Barnet 010",2013,1.25372466835768
"E02000034","Barnet 011",2013,1.18262034315452
"E02000035","Barnet 012",2013,0.829090245361021
"E02000036","Barnet 013",2013,0.693058495373502
"E02000037","Barnet 014",2013,1.18448650864261
"E02000038","Barnet 015",2013,0.63923517148162
"E02000039","Barnet 016",2013,1.98750272756765
"E02000040","Barnet 017",2013,1.09046224214712
"E02000041","Barnet 018",2013,0.666236908974505
"E02000042","Barnet 019",2013,-0.0353689532468674
"E02000043","Barnet 020",2013,1.75817716025217
"E02000044","Barnet 021",2013,0.154192557883042
"E02000045","Barnet 022",2013,-0.0819386555487795
"E02000046","Barnet 023",2013,0.507196323699086
"E02000047","Barnet 024",2013,-0.810226580406911
"E02000048","Barnet 025",2013,1.08877898047379
"E02000049","Barnet 026",2013,-1.34921638571226
"E02000050","Barnet 027",2013,0.0623605722283436
"E02000051","Barnet 028",2013,0.85342893115002
"E02000052","Barnet 029",2013,0.109138876083696
"E02000053","Barnet 030",2013,1.60002613834414
"E02000054","Barnet 031",2013,0.725530720458395
"E02000055","Barnet 032",2013,-0.635178571127459
"E02000056","Barnet 033",2013,1.41048358438383
"E02000057","Barnet 034",2013,0.729513647979173
"E02000058","Barnet 035",2013,0.705653831891871
"E02000059","Barnet 036",2013,-0.530136326460925
"E02000060","Barnet 037",2013,-0.273314672620035
"E02000061","Barnet 038",2013,0.412921791286446
"E02000062","Barnet 039",2013,-0.0903425587524446
"E02000063","Barnet 040",2013,0.766592809965608
"E02000064","Barnet 041",2013,0.291648238771443
"E02000024","Barnet 001",2015,1.28647610633092
"E02000025","Barnet 002",2015,0.966863776704136
"E02000026","Barnet 003",2015,2.17409660294825
"E02000027","Barnet 004",2015,0.262731225538429
"E02000028","Barnet 005",2015,1.83051767241399
"E02000029","Barnet 006",2015,0.850515909220992
"E02000030","Barnet 007",2015,1.76139721836567
"E02000031","Barnet 008",2015,1.55226052026231
"E02000032","Barnet 009",2015,2.4349110102248
"E02000033","Barnet 010",2015,1.04605564859673
"E02000034","Barnet 011",2015,0.950389297789067
"E02000035","Barnet 012",2015,0.602648463245502
"E02000036","Barnet 013",2015,0.416962599116929
"E02000037","Barnet 014",2015,1.00899403447267
"E02000038","Barnet 015",2015,0.404133019436553
"E02000039","Barnet 016",2015,1.79499107041058
"E02000040","Barnet 017",2015,1.01416586799369
"E02000041","Barnet 018",2015,0.31783851467986
"E02000042","Barnet 019",2015,-0.372544330694324
"E02000043","Barnet 020",2015,1.66477581563223
"E02000044","Barnet 021",2015,-0.17644694616712
"E02000045","Barnet 022",2015,-0.374943967738241
