"MSOA11CD","MSOA11NM","Year","HousingIndex"
"E02000344","Greenwich 032",2013,2.2764830575758
"E02006786","Greenwich 033",2013,0.3137677431307
"E02006927","Greenwich 034",2013,1.04849534650693
"E02006929","Greenwich 036",2013,0.25135797327019
"E02006930","Greenwich 037",2013,0.314082071957956
"E02006931","Greenwich 038",2013,-0.489100234535759
"E02000313","Greenwich 001",2015,-1.65149898752396
"E02000314","Greenwich 002",2015,-2.7450187270851
"E02000315","Greenwich 003",2015,-1.91507760154352
"E02000316","Greenwich 004",2015,-3.14126333811676
"E02000317","Greenwich 005",2015,-1.96149780592159
"E02000318","Greenwich 006",2015,-2.07130100118223
"E02000319","Greenwich 007",2015,-2.21034046242521
"E02000320","Greenwich 008",2015,0.0644328650586421
"E02000321","Greenwich 009",2015,-1.87752125506256
"E02000323","Greenwich 011",2015,-3.17095756725873
"E02000324","Greenwich 012",2015,-1.29174962673352
"E02000326","Greenwich 014",2015,-0.108517347804323
"E02000327","Greenwich 015",2015,-1.79426600458158
"E02000328","Greenwich 016",2015,0.0746553950149156
"E02000329","Greenwich 017",2015,0.654313132692669
"E02000331","Greenwich 019",2015,-0.765888379052083
"E02000332","Greenwich 020",2015,0.700861585445276
"E02000333","Greenwich 021",2015,0.310841205948874
"E02000334","Greenwich 022",2015,0.553756042249805
"E02000335","Greenwich 023",2015,1.75224743488541
"E02000337","Greenwich 025",2015,-0.584295638541296
"E02000339","Greenwich 027",2015,1.32160673845946
"E02000340","Greenwich 028",2015,1.23444207585808
"E02000341","Greenwich 029",2015,-0.920104888234543
"E02000342","Greenwich 030",2015,0.944955775233203
"E02000343","Greenwich 031",2015,0.468958267805021
"E02000344","Greenwich 032",2015,1.64197995262969
"E02006786","Greenwich 033",2015,-0.520654228363837
"E02006927","Greenwich 034",2015,0.216111092700563
"E02006929","Greenwich 036",2015,-0.377611053421093
"E02006930","Greenwich 037",2015,-0.306038693273316
"E02006931","Greenwich 038",2015,-1.37120762853096
"E02000313","Greenwich 001",2017,-1.41785915052782
"E02000314","Greenwich 002",2017,-1.9189656158643
"E02000315","Greenwich 003",2017,-1.59413673408093
"E02000316","Greenwich 004",2017,-2.3547772157127
"E02000317","Greenwich 005",2017,-1.49440623172015
"E02000318","Greenwich 006",2017,-1.79257841815142
"E02000319","Greenwich 007",2017,-1.63605328719142
"E02000320","Greenwich 008",2017,0.276224890750828
"E02000321","Greenwich 009",2017,-1.63847568357366
"E02000323","Greenwich 011",2017,-2.76285314954412
"E02000324","Greenwich 012",2017,-0.957217287310095
"E02000326","Greenwich 014",2017,0.278903194286961
"E02000327","Greenwich 015",2017,-1.42148227163887
"E02000328","Greenwich 016",2017,0.504213146649785
"E02000329","Greenwich 017",2017,0.897156890966032
"E02000331","Greenwich 019",2017,-0.383256313152359
"E02000332","Greenwich 020",2017,1.04154042019267
"E02000333","Greenwich 021",2017,0.664231662429993
"E02000334","Greenwich 022",2017,0.897669720087665
"E02000335","Greenwich 023",2017,2.1484141612381
"E02000337","Greenwich 025",2017,-0.156036940792591
"E02000339","Greenwich 027",2017,1.62509679158249
"E02000340","Greenwich 028",2017,1.533929957589
"E02000341","Greenwich 029",2017,-0.520192897835019
"E02000342","Greenwich 030",2017,1.33760227052094
"E02000343","Greenwich 031",2017,0.847634207422763
"E02000344","Greenwich 032",2017,2.01670412496576
"E02006786","Greenwich 033",2017,-0.264331800519635
"E02006927","Greenwich 034",2017,0.702944276580794
"E02006929","Greenwich 036",2017,0.179991153044324
"E02006930","Greenwich 037",2017,0.111044109187538
"E02006931","Greenwich 038",2017,-0.794055349511624
"E02000313","Greenwich 001",2019,-1.28342288748402
"E02000314","Greenwich 002",2019,-1.3616537041536
"E02000315","Greenwich 003",2019,-1.43699743854768
"E02000316","Greenwich 004",2019,-1.77500382538977
"E02000317","Greenwich 005",2019,-1.17287256255717
"E02000318","Greenwich 006",2019,-1.6972372298258
"E02000319","Greenwich 007",2019,-1.27415750654986
"E02000320","Greenwich 008",2019,0.387323014772827
"E02000321","Greenwich 009",2019,-1.51492450971149
"E02000323","Greenwich 011",2019,-2.55950862069415
"E02000324","Greenwich 012",2019,-0.741134305643617
"E02000326","Greenwich 014",2019,0.554169728463928
"E02000327","Greenwich 015",2019,-1.15455719676785
"E02000328","Greenwich 016",2019,0.833539512113108
"E02000329","Greenwich 017",2019,1.05071546320238
"E02000331","Greenwich 019",2019,-0.132332382637315
"E02000332","Greenwich 020",2019,1.26536300612289
"E02000333","Greenwich 021",2019,0.926050050686363
"E02000334","Greenwich 022",2019,1.14487226860476
"E02000335","Greenwich 023",2019,2.44581413383161
"E02000337","Greenwich 025",2019,0.138586473660425
"E02000339","Greenwich 027",2019,1.84469767281933
"E02000340","Greenwich 028",2019,1.74649662138707
"E02000341","Greenwich 029",2019,-0.248186137609119
"E02000342","Greenwich 030",2019,1.6339487613756
"E02000343","Greenwich 031",2019,1.12430578479083
"E02000344","Greenwich 032",2019,2.29682418303043
"E02006786","Greenwich 033",2019,-0.11564100682525
"E02006927","Greenwich 034",2019,1.04563279722397
"E02006929","Greenwich 036",2019,0.61464732329378
"E02006930","Greenwich 037",2019,0.42905181422345
"E02006931","Greenwich 038",2019,-0.38342834480252
"E02000313","Greenwich 001",2021,-1.37309639485252
"E02000314","Greenwich 002",2021,-1.2431027708583
"E02000315","Greenwich 003",2021,-1.58575529398444
"E02000316","Greenwich 004",2021,-1.55545730979634
"E02000317","Greenwich 005",2021,-1.13413777857424
"E02000318","Greenwich 006",2021,-1.9325831622335
"E02000319","Greenwich 007",2021,-1.27967834252454
"E02000320","Greenwich 008",2021,0.272424467796864
"E02000321","Greenwich 009",2021,-1.63610888162899
"E02000323","Greenwich 011",2021,-2.7139184761511
"E02000324","Greenwich 012",2021,-0.773528138159418
"E02000326","Greenwich 014",2021,0.58892997679459
"E02000327","Greenwich 015",2021,-1.12016787940716
"E02000328","Greenwich 016",2021,0.9374547964154
"E02000329","Greenwich 017",2021,0.992721913751667
"E02000331","Greenwich 019",2021,-0.146672174963175
"E02000332","Greenwich 020",2021,1.24272580953136
"E02000333","Greenwich 021",2021,0.973420900839755
"E02000334","Greenwich 022",2021,1.17112072527521
"E02000335","Greenwich 023",2021,2.51965739308102
"E02000337","Greenwich 025",2021,0.165506207618669
"E02000339","Greenwich 027",2021,1.85957831379995
"E02000340","Greenwich 028",2021,1.75050417822017
"E02000341","Greenwich 029",2021,-0.23662825045382
"E02000342","Greenwich 030",2021,1.70986168468311
"E02000343","Greenwich 031",2021,1.17332151995631
"E02000344","Greenwich 032",2021,2.35865783628337
"E02006786","Greenwich 033",2021,-0.201730731682756
"E02006927","Greenwich 034",2021,1.10731173496661
"E02006929","Greenwich 036",2021,0.79513344483526
"E02006930","Greenwich 037",2021,0.523112412690652
"E02006931","Greenwich 038",2021,-0.282146964547564
"E02000345","Hackney 001",2001,-0.462533691868404
"E02000346","Hackney 002",2001,-1.03237165301916
"E02000347","Hackney 003",2001,-0.459701232374525
"E02000348","Hackney 004",2001,-1.28723810351937
"E02000350","Hackney 006",2001,-0.523844881436113
"E02000351","Hackney 007",2001,-0.731799593996211
"E02000352","Hackney 008",2001,-0.0061716041848644
"E02000353","Hackney 009",2001,0.358214773750333
"E02000354","Hackney 010",2001,-1.34133572802148
"E02000355","Hackney 011",2001,0.145303843849099
"E02000356","Hackney 012",2001,0.377224931046326
"E02000357","Hackney 013",2001,-1.09544337855102
"E02000358","Hackney 014",2001,-1.3684777806566
"E02000359","Hackney 015",2001,0.750748963823543
"E02000360","Hackney 016",2001,-2.37521931313167
"E02000361","Hackney 017",2001,-0.890298694396525
"E02000362","Hackney 018",2001,-0.359625127001316
"E02000363","Hackney 019",2001,-2.36470813038364
"E02000364","Hackney 020",2001,-0.540816632210749
"E02000365","Hackney 021",2001,-1.51634419373214
"E02000366","Hackney 022",2001,-1.19687143560729
"E02000367","Hackney 023",2001,-0.928259518629089
"E02000368","Hackney 024",2001,-1.82448253510497
"E02000369","Hackney 025",2001,-2.69208435802324
"E02000370","Hackney 026",2001,-1.64143141184891
"E02000371","Hackney 027",2001,-2.48299819595485
"E02006918","Hackney 028",2001,-0.832186815890338
"E02006921","Hackney 029",2001,-1.11440105937966
"E02000345","Hackney 001",2003,-0.911687406373455
"E02000346","Hackney 002",2003,-1.31574534607368
"E02000347","Hackney 003",2003,-0.875401477565024
"E02000348","Hackney 004",2003,-1.61112905276165
"E02000350","Hackney 006",2003,-0.990134963279863
"E02000351","Hackney 007",2003,-1.11184869292802
"E02000352","Hackney 008",2003,-0.338703042682761
"E02000353","Hackney 009",2003,-0.0548379704269373
"E02000354","Hackney 010",2003,-1.7502915328018
"E02000355","Hackney 011",2003,-0.300398475880708
"E02000356","Hackney 012",2003,0.00419303104396609
"E02000357","Hackney 013",2003,-1.37582374439315
"E02000358","Hackney 014",2003,-1.83843320518582
"E02000359","Hackney 015",2003,0.367667686539667
"E02000360","Hackney 016",2003,-2.80340343198516
"E02000361","Hackney 017",2003,-1.26480394674958
"E02000362","Hackney 018",2003,-0.639762039503821
"E02000363","Hackney 019",2003,-2.74326293842999
"E02000364","Hackney 020",2003,-0.916738495991944
"E02000365","Hackney 021",2003,-2.02736246145407
"E02000366","Hackney 022",2003,-1.53872515360427
"E02000367","Hackney 023",2003,-1.37029818716025
"E02000368","Hackney 024",2003,-2.1949802251273
"E02000369","Hackney 025",2003,-3.09624915006217
"E02000370","Hackney 026",2003,-2.02408030195077
"E02000371","Hackney 027",2003,-2.98763359503045
"E02006918","Hackney 028",2003,-1.20368282203472
"E02006921","Hackney 029",2003,-1.48303010629801
"E02000345","Hackney 001",2005,-0.960799615571152
"E02000346","Hackney 002",2005,-1.31560597658379
"E02000347","Hackney 003",2005,-0.928488508240928
"E02000348","Hackney 004",2005,-1.56544733205848
"E02000350","Hackney 006",2005,-1.02820623246207
"E02000351","Hackney 007",2005,-1.10522353326417
"E02000352","Hackney 008",2005,-0.354154776893536
"E02000353","Hackney 009",2005,-0.112491569743547
"E02000354","Hackney 010",2005,-1.73102852492057
"E02000355","Hackney 011",2005,-0.361039093761035
"E02000356","Hackney 012",2005,-0.0321114337902663
"E02000357","Hackney 013",2005,-1.36220942884074
"E02000358","Hackney 014",2005,-1.81413986186808
"E02000359","Hackney 015",2005,0.288850530981219
"E02000360","Hackney 016",2005,-2.72740882829157
"E02000361","Hackney 017",2005,-1.29010566700359
"E02000362","Hackney 018",2005,-0.624885813719471
"E02000363","Hackney 019",2005,-2.63660778354873
"E02000364","Hackney 020",2005,-0.891388219054233
"E02000365","Hackney 021",2005,-1.97173665056662
"E02000366","Hackney 022",2005,-1.4942865343402
"E02000367","Hackney 023",2005,-1.37397590981051
"E02000368","Hackney 024",2005,-2.13250630365726
"E02000369","Hackney 025",2005,-2.98341963699233
"E02000370","Hackney 026",2005,-2.02947565971093
"E02000371","Hackney 027",2005,-2.94238701851612
"E02006918","Hackney 028",2005,-1.2272059314916
"E02006921","Hackney 029",2005,-1.49804230791725
"E02000345","Hackney 001",2007,-1.47262595760139
"E02000346","Hackney 002",2007,-1.63678930183471
"E02000347","Hackney 003",2007,-1.39887552448174
"E02000348","Hackney 004",2007,-1.94550995083392
"E02000350","Hackney 006",2007,-1.56318096983476
"E02000351","Hackney 007",2007,-1.54509316812299
"E02000352","Hackney 008",2007,-0.731657766489892
"E02000353","Hackney 009",2007,-0.578691860934024
"E02000354","Hackney 010",2007,-2.20866898522982
"E02000355","Hackney 011",2007,-0.866217887574268
"E02000356","Hackney 012",2007,-0.45430700682744
"E02000357","Hackney 013",2007,-1.68263582886259
"E02000358","Hackney 014",2007,-2.36686836899529
"E02000359","Hackney 015",2007,-0.136467911170492
"E02000360","Hackney 016",2007,-3.24048472635882
"E02000361","Hackney 017",2007,-1.71643654454976
"E02000362","Hackney 018",2007,-0.945286062618699
"E02000363","Hackney 019",2007,-3.09600711701717
"E02000364","Hackney 020",2007,-1.33024528387282
"E02000365","Hackney 021",2007,-2.58097456681184
"E02000366","Hackney 022",2007,-1.89587929993281
"E02000367","Hackney 023",2007,-1.8868632017816
"E02000368","Hackney 024",2007,-2.5727027262212
"E02000369","Hackney 025",2007,-3.47521059447564
"E02000370","Hackney 026",2007,-2.46993504023252
"E02000371","Hackney 027",2007,-3.5416656337935
"E02006918","Hackney 028",2007,-1.65026498931687
"E02006921","Hackney 029",2007,-1.91943862296905
"E02000345","Hackney 001",2009,-2.14520811900747
"E02000346","Hackney 002",2009,-2.07357980956546
"E02000347","Hackney 003",2009,-2.01551686783974
"E02000348","Hackney 004",2009,-2.4745233193234
"E02000350","Hackney 006",2009,-2.2698287497803
"E02000351","Hackney 007",2009,-2.14053951797957
"E02000352","Hackney 008",2009,-1.23777324511552
"E02000353","Hackney 009",2009,-1.18835140703764
"E02000354","Hackney 010",2009,-2.85798248811192
"E02000355","Hackney 011",2009,-1.52634861553964
"E02000356","Hackney 012",2009,-1.01272753024962
"E02000357","Hackney 013",2009,-2.12273048686074
"E02000358","Hackney 014",2009,-3.11685305016299
"E02000359","Hackney 015",2009,-0.685433478788983
"E02000360","Hackney 016",2009,-3.95466413314745
"E02000361","Hackney 017",2009,-2.28382620323381
"E02000362","Hackney 018",2009,-1.38574916792304
"E02000363","Hackney 019",2009,-3.74916056347044
"E02000364","Hackney 020",2009,-1.93033497450207
"E02000365","Hackney 021",2009,-3.41551802874527
"E02000366","Hackney 022",2009,-2.45290080611238
"E02000367","Hackney 023",2009,-2.57535307901241
"E02000368","Hackney 024",2009,-3.18641365069243
"E02000369","Hackney 025",2009,-4.17307042424282
"E02000370","Hackney 026",2009,-3.0623211002854
"E02000371","Hackney 027",2009,-4.35975536228498
"E02006918","Hackney 028",2009,-2.21390602184523
"E02006921","Hackney 029",2009,-2.48360364568357
"E02000345","Hackney 001",2011,-1.98723306599108
"E02000346","Hackney 002",2011,-1.93094287769887
"E02000347","Hackney 003",2011,-1.8822624903644
"E02000348","Hackney 004",2011,-2.23864268472488
"E02000350","Hackney 006",2011,-2.08519456276007
"E02000351","Hackney 007",2011,-1.93423632969551
"E02000352","Hackney 008",2011,-1.0921220081472
"E02000353","Hackney 009",2011,-1.06366223220605
"E02000354","Hackney 010",2011,-2.61601402402826
"E02000355","Hackney 011",2011,-1.38820501710633
"E02000356","Hackney 012",2011,-0.877038626590588
"E02000357","Hackney 013",2011,-1.96080882893897
"E02000358","Hackney 014",2011,-2.83325498882674
"E02000359","Hackney 015",2011,-0.610251118867858
"E02000360","Hackney 016",2011,-3.61386080933704
"E02000361","Hackney 017",2011,-2.13021927030695
"E02000362","Hackney 018",2011,-1.22200108673361
"E02000363","Hackney 019",2011,-3.38821074376271
"E02000364","Hackney 020",2011,-1.69721531543211
"E02000365","Hackney 021",2011,-3.06046003154996
"E02000366","Hackney 022",2011,-2.2089958506165
"E02000367","Hackney 023",2011,-2.35070373647949
"E02000368","Hackney 024",2011,-2.89859987885324
"E02000369","Hackney 025",2011,-3.78832873535664
"E02000370","Hackney 026",2011,-2.87326017500579
"E02000371","Hackney 027",2011,-4.02436754317573
"E02006918","Hackney 028",2011,-2.0592025980394
"E02006921","Hackney 029",2011,-2.31726097096714
"E02000345","Hackney 001",2013,-1.99430634022171
"E02000346","Hackney 002",2013,-1.96905939540303
"E02000347","Hackney 003",2013,-1.93654248945763
"E02000348","Hackney 004",2013,-2.32640114953968
"E02000350","Hackney 006",2013,-2.06879899648663
"E02000351","Hackney 007",2013,-1.87985260781304
"E02000352","Hackney 008",2013,-1.04762179805126
"E02000353","Hackney 009",2013,-0.938179570843265
"E02000354","Hackney 010",2013,-2.54289661871029
"E02000355","Hackney 011",2013,-1.26095675213752
"E02000356","Hackney 012",2013,-0.781679558542801
"E02000357","Hackney 013",2013,-1.99742824343351
"E02000358","Hackney 014",2013,-2.76271060252539
"E02000359","Hackney 015",2013,-0.576531633552097
"E02000360","Hackney 016",2013,-3.6128466678565
"E02000361","Hackney 017",2013,-2.10728264348277
"E02000362","Hackney 018",2013,-1.26267775986486
"E02000363","Hackney 019",2013,-3.43665988705805
"E02000364","Hackney 020",2013,-1.54133896246455
"E02000365","Hackney 021",2013,-2.78859297632184
"E02000366","Hackney 022",2013,-2.16281055003152
"E02000367","Hackney 023",2013,-2.24457280360799
"E02000368","Hackney 024",2013,-2.8972162055905
"E02000369","Hackney 025",2013,-3.64088549588718
"E02000370","Hackney 026",2013,-2.74650660011466
"E02000371","Hackney 027",2013,-3.83632917356751
"E02006918","Hackney 028",2013,-1.9979290564622
"E02006921","Hackney 029",2013,-2.40591261530611
"E02000345","Hackney 001",2015,-2.54265544052507
"E02000346","Hackney 002",2015,-2.40621583179176
"E02000347","Hackney 003",2015,-2.48641292849236
"E02000348","Hackney 004",2015,-2.91824484264692
"E02000350","Hackney 006",2015,-2.62807278960921
"E02000351","Hackney 007",2015,-2.35042850267072
"E02000352","Hackney 008",2015,-1.44313332118616
"E02000353","Hackney 009",2015,-1.29948177613139
"E02000354","Hackney 010",2015,-3.04544857278836
"E02000355","Hackney 011",2015,-1.65669979929098
"E02000356","Hackney 012",2015,-1.15031446157025
"E02000357","Hackney 013",2015,-2.44588155662896
"E02000358","Hackney 014",2015,-3.34843246997403
"E02000359","Hackney 015",2015,-0.967181039503871
"E02000360","Hackney 016",2015,-4.28021939277301
"E02000361","Hackney 017",2015,-2.56356844977758
"E02000362","Hackney 018",2015,-1.7164314714557
"E02000363","Hackney 019",2015,-4.13034241874516
"E02000364","Hackney 020",2015,-1.92824056277813
"E02000365","Hackney 021",2015,-3.26135869268938
"E02000366","Hackney 022",2015,-2.6411186887772
"E02000367","Hackney 023",2015,-2.72649083022931
"E02000368","Hackney 024",2015,-3.47730321059759
"E02000369","Hackney 025",2015,-4.17747196477808
"E02000370","Hackney 026",2015,-3.13321359919597
"E02000371","Hackney 027",2015,-4.3724635670268
"E02006918","Hackney 028",2015,-2.41437582079558
"E02006921","Hackney 029",2015,-2.97917363171831
"E02000345","Hackney 001",2017,-1.75313907855019
"E02000346","Hackney 002",2017,-1.91197964868064
"E02000347","Hackney 003",2017,-1.82897473239033
"E02000348","Hackney 004",2017,-2.27850402799699
"E02000350","Hackney 006",2017,-1.75119344106358
"E02000351","Hackney 007",2017,-1.52976637351498
"E02000352","Hackney 008",2017,-0.790165546511773
"E02000353","Hackney 009",2017,-0.478639360584404
"E02000354","Hackney 010",2017,-2.11184738519821
"E02000355","Hackney 011",2017,-0.766829719745492
"E02000356","Hackney 012",2017,-0.4019351337198
"E02000357","Hackney 013",2017,-1.92638041778039
"E02000358","Hackney 014",2017,-2.26767645308762
"E02000359","Hackney 015",2017,-0.35405427893516
"E02000360","Hackney 016",2017,-3.24647670778632
"E02000361","Hackney 017",2017,-1.85932108281399
"E02000362","Hackney 018",2017,-1.19867816427757
"E02000363","Hackney 019",2017,-3.18907609578105
"E02000364","Hackney 020",2017,-0.972984016020829
"E02000365","Hackney 021",2017,-1.81511824002417
"E02000366","Hackney 022",2017,-1.82952101603131
"E02000367","Hackney 023",2017,-1.73687807154657
"E02000368","Hackney 024",2017,-2.6046584292201
"E02000369","Hackney 025",2017,-2.96823989247696
"E02000370","Hackney 026",2017,-2.26154381646953
"E02000371","Hackney 027",2017,-3.04806111880126
"E02006918","Hackney 028",2017,-1.67458209666321
"E02006921","Hackney 029",2017,-2.37650701906404
"E02000345","Hackney 001",2019,-1.93747217989244
"E02000346","Hackney 002",2019,-2.07143121117683
"E02000347","Hackney 003",2019,-2.04255182807592
"E02000348","Hackney 004",2019,-2.52889959825354
"E02000350","Hackney 006",2019,-1.92558066456026
"E02000351","Hackney 007",2019,-1.6462272178444
"E02000352","Hackney 008",2019,-0.883109814133869
"E02000353","Hackney 009",2019,-0.50899159151889
"E02000354","Hackney 010",2019,-2.22951276965036
"E02000355","Hackney 011",2019,-0.809652116499086
"E02000356","Hackney 012",2019,-0.453449958617274
"E02000357","Hackney 013",2019,-2.08936525624865
"E02000358","Hackney 014",2019,-2.41960420881032
"E02000359","Hackney 015",2019,-0.45162876723673
"E02000360","Hackney 016",2019,-3.47270033071249
"E02000361","Hackney 017",2019,-1.98924592577483
"E02000362","Hackney 018",2019,-1.36620904316539
"E02000363","Hackney 019",2019,-3.45565944277775
"E02000364","Hackney 020",2019,-0.994958101485823
"E02000365","Hackney 021",2019,-1.80046756521676
"E02000366","Hackney 022",2019,-1.95399698848966
"E02000367","Hackney 023",2019,-1.82639738036594
"E02000368","Hackney 024",2019,-2.79633852738072
"E02000369","Hackney 025",2019,-3.05418492151491
"E02000370","Hackney 026",2019,-2.30111357629905
"E02000371","Hackney 027",2019,-3.10919459610456
"E02006918","Hackney 028",2019,-1.76557941355009
"E02006921","Hackney 029",2019,-2.62013818758032
"E02000345","Hackney 001",2021,-2.08497516691767
"E02000346","Hackney 002",2021,-2.20342693545595
"E02000347","Hackney 003",2021,-2.22230977503814
"E02000348","Hackney 004",2021,-2.74491615770354
"E02000350","Hackney 006",2021,-2.06087101506169
"E02000351","Hackney 007",2021,-1.72693329271167
"E02000352","Hackney 008",2021,-0.945897933125548
"E02000353","Hackney 009",2021,-0.506105018572316
"E02000354","Hackney 010",2021,-2.30808128110728
"E02000355","Hackney 011",2021,-0.816849467931755
"E02000356","Hackney 012",2021,-0.473228048637324
"E02000357","Hackney 013",2021,-2.2240510495819
"E02000358","Hackney 014",2021,-2.52712322933401
"E02000359","Hackney 015",2021,-0.52007807245129
"E02000360","Hackney 016",2021,-3.65371639083317
"E02000361","Hackney 017",2021,-2.08643037866036
"E02000362","Hackney 018",2021,-1.50535894588162
"E02000363","Hackney 019",2021,-3.67856119252494
"E02000364","Hackney 020",2021,-0.98000307263128
"E02000365","Hackney 021",2021,-1.73558422402806
"E02000366","Hackney 022",2021,-2.04274891562457
"E02000367","Hackney 023",2021,-1.87600391961765
"E02000368","Hackney 024",2021,-2.9485394077088
"E02000369","Hackney 025",2021,-3.09389142220396
"E02000370","Hackney 026",2021,-2.30568642875462
"E02000371","Hackney 027",2021,-3.12144385533666
"E02006918","Hackney 028",2021,-1.82393534036418
"E02006921","Hackney 029",2021,-2.83067393152952
"E02000372","Hammersmith and Fulham 001",2001,-0.988403127048109
"E02000373","Hammersmith and Fulham 002",2001,-0.932359797180103
"E02000374","Hammersmith and Fulham 003",2001,0.407026654210897
"E02000375","Hammersmith and Fulham 004",2001,-0.289971166734641
"E02000376","Hammersmith and Fulham 005",2001,-0.264066905970943
"E02000377","Hammersmith and Fulham 006",2001,-0.449828216103637
"E02000378","Hammersmith and Fulham 007",2001,0.146310872272165
"E02000379","Hammersmith and Fulham 008",2001,0.594079848636343
"E02000380","Hammersmith and Fulham 009",2001,0.642208160904132
"E02000381","Hammersmith and Fulham 010",2001,-0.0136555032002575
"E02000382","Hammersmith and Fulham 011",2001,0.429629697427483
"E02000383","Hammersmith and Fulham 012",2001,-0.64096197647377
"E02000384","Hammersmith and Fulham 013",2001,-0.862373664322489
"E02000385","Hammersmith and Fulham 014",2001,0.47420140112386
"E02000386","Hammersmith and Fulham 015",2001,-0.930840059823309
"E02000387","Hammersmith and Fulham 016",2001,-0.00659564056310485
"E02000388","Hammersmith and Fulham 017",2001,-0.465876168096719
"E02000389","Hammersmith and Fulham 018",2001,0.588831045388309
"E02000390","Hammersmith and Fulham 019",2001,0.494108446044017
"E02000391","Hammersmith and Fulham 020",2001,0.414853150527261
"E02000392","Hammersmith and Fulham 021",2001,-0.42130364451741
"E02000393","Hammersmith and Fulham 022",2001,1.13919690724785
"E02000394","Hammersmith and Fulham 023",2001,0.29428993509383
"E02000395","Hammersmith and Fulham 024",2001,1.16734858143405
"E02000396","Hammersmith and Fulham 025",2001,0.452530942570904
"E02000372","Hammersmith and Fulham 001",2003,-1.05791563686125
"E02000373","Hammersmith and Fulham 002",2003,-1.02507439930111
"E02000374","Hammersmith and Fulham 003",2003,0.309031006478083
"E02000375","Hammersmith and Fulham 004",2003,-0.414332135062184
"E02000376","Hammersmith and Fulham 005",2003,-0.395851988570251
"E02000377","Hammersmith and Fulham 006",2003,-0.520525960535619
"E02000378","Hammersmith and Fulham 007",2003,0.0418059530645414
"E02000379","Hammersmith and Fulham 008",2003,0.503911211632177
"E02000380","Hammersmith and Fulham 009",2003,0.578357472275961
"E02000381","Hammersmith and Fulham 010",2003,-0.114344082977386
"E02000382","Hammersmith and Fulham 011",2003,0.3500940120343
"E02000383","Hammersmith and Fulham 012",2003,-0.730751853074935
"E02000384","Hammersmith and Fulham 013",2003,-0.920735337341375
"E02000385","Hammersmith and Fulham 014",2003,0.343760654786345
"E02000386","Hammersmith and Fulham 015",2003,-1.02321679556764
"E02000387","Hammersmith and Fulham 016",2003,-0.133291036312733
"E02000388","Hammersmith and Fulham 017",2003,-0.549432166570254
"E02000389","Hammersmith and Fulham 018",2003,0.529990048967645
"E02000390","Hammersmith and Fulham 019",2003,0.373663556307257
"E02000391","Hammersmith and Fulham 020",2003,0.331082986922082
"E02000392","Hammersmith and Fulham 021",2003,-0.519155813764222
"E02000393","Hammersmith and Fulham 022",2003,1.03628744574689
"E02000394","Hammersmith and Fulham 023",2003,0.187823032421366
"E02000395","Hammersmith and Fulham 024",2003,1.11808793168726
"E02000396","Hammersmith and Fulham 025",2003,0.402758002597124
"E02000372","Hammersmith and Fulham 001",2005,-1.49286158019384
"E02000373","Hammersmith and Fulham 002",2005,-1.38364803808821
"E02000374","Hammersmith and Fulham 003",2005,-0.0577116123547985
"E02000375","Hammersmith and Fulham 004",2005,-0.819189615954016
"E02000376","Hammersmith and Fulham 005",2005,-0.803663219473051
"E02000377","Hammersmith and Fulham 006",2005,-0.916859028342249
"E02000378","Hammersmith and Fulham 007",2005,-0.323652470346007
"E02000379","Hammersmith and Fulham 008",2005,0.111368969707781
"E02000380","Hammersmith and Fulham 009",2005,0.280098539789958
"E02000381","Hammersmith and Fulham 010",2005,-0.52480412711518
"E02000382","Hammersmith and Fulham 011",2005,0.0241236160993691
"E02000383","Hammersmith and Fulham 012",2005,-1.19614227483294
"E02000384","Hammersmith and Fulham 013",2005,-1.27114526066042
"E02000385","Hammersmith and Fulham 014",2005,-0.0329169983645643
"E02000386","Hammersmith and Fulham 015",2005,-1.43992335007949
"E02000387","Hammersmith and Fulham 016",2005,-0.510575020899541
"E02000388","Hammersmith and Fulham 017",2005,-0.959928993025573
"E02000389","Hammersmith and Fulham 018",2005,0.142111505044646
"E02000390","Hammersmith and Fulham 019",2005,-0.00433261350474047
"E02000391","Hammersmith and Fulham 020",2005,-0.0609157719626022
"E02000392","Hammersmith and Fulham 021",2005,-0.998384397035809
"E02000393","Hammersmith and Fulham 022",2005,0.692323535115412
"E02000394","Hammersmith and Fulham 023",2005,-0.227901044918043
"E02000395","Hammersmith and Fulham 024",2005,0.83093769246361
"E02000396","Hammersmith and Fulham 025",2005,0.0881150445990126
"E02000372","Hammersmith and Fulham 001",2007,-2.40144228175375
"E02000373","Hammersmith and Fulham 002",2007,-2.08889176830249
"E02000374","Hammersmith and Fulham 003",2007,-0.774806651052048
"E02000375","Hammersmith and Fulham 004",2007,-1.5893810447355
"E02000376","Hammersmith and Fulham 005",2007,-1.57110835561615
"E02000377","Hammersmith and Fulham 006",2007,-1.73608134194039
"E02000378","Hammersmith and Fulham 007",2007,-1.02952607112604
"E02000379","Hammersmith and Fulham 008",2007,-0.674402119089375
"E02000380","Hammersmith and Fulham 009",2007,-0.324728414156548
"E02000381","Hammersmith and Fulham 010",2007,-1.33792583206758
"E02000382","Hammersmith and Fulham 011",2007,-0.623749429308479
"E02000383","Hammersmith and Fulham 012",2007,-2.1481312686314
"E02000384","Hammersmith and Fulham 013",2007,-2.00161844561788
"E02000385","Hammersmith and Fulham 014",2007,-0.731245086711871
"E02000386","Hammersmith and Fulham 015",2007,-2.27785453615781
